keyword,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
'Male',-0.22017009150214562,0.5557020903825458,-0.06329879055218512,1.3057066958128596,3.0
'Mali',-0.12441993312108231,0.9598229644553642,-0.6365789964976446,0.4474568281796477,3.0
'Manila',-0.43874626987785015,0.431895382182171,-0.7709853547925212,0.050858120217104896,2.0
'Mauritius',0.04176580094592197,0.7475781642777194,0.40720083697938375,1.070148593628385,7.0
'Mayotte',-0.46831255002370964,1.0,-1.02382241980614,1.0,1.0
'Mexico',0.518003776580423,1.7835121287108535,0.45657388803470644,0.5922487762235196,13.0
'Miami',0.1921651880570951,0.8764662569416237,-0.06586573419446858,1.067561509932956,26.0
'Mogadishu',0.8045791784965072,0.7859493923793579,0.807054349044477,0.9298158782231544,5.0
'Moldova',-0.4440442884746876,1.0,-0.9725581803808465,1.0,1.0
'Monaco',0.003914714759700298,1.0,-0.9635923530075601,1.0,1.0
'Montenegro',-0.22004028999479353,0.1546711608899677,-0.054132697946327614,1.6566197828491296,3.0
'Montevideo',0.7071067811865479,1.0,0.7071067811865477,1.0,1.0
'Morocco',-0.36127085867627606,1.6741859609295302,1.107339127772114,1.3225437813050522,8.0
'Moscow',-0.1497868845406958,0.9653253126175637,-0.11853251685021307,1.0303974814431112,86.0
'Myanmar',-0.23117766473174564,0.4166331293251726,-0.5401110667966206,0.41061078623071745,4.0
'NEW YORK',0.11718040425442355,0.6092913904812038,0.2576161733492268,0.6798278647339493,16.0
'Nepal',0.36669268905331903,0.4559457624884873,0.4941444875887135,0.2801540445214231,3.0
'New Caledonia',-0.04958619343751991,0.18106888374332775,0.29324439813566633,0.8431861433063423,4.0
'New York',-0.17584672824863984,0.5376599518091872,-0.17629390812100137,0.4997548224262806,8.0
'New Zealand',0.6705971857333438,0.05163236504667584,-0.07680596222746483,0.891379966546788,2.0
'Nigeria',0.35897569791167927,0.752400802510525,-0.3519879873274744,0.7426659837214316,9.0
'North Korea',-0.09261845198686267,1.3233927841237012,0.7099176847361314,0.7258450993582614,7.0
'Norway',-0.08348137683524673,0.5711611416326401,-1.3512789677236992,0.7449671090850586,2.0
'Odesa',-0.2602317387484512,0.9465863210157718,-0.6360527487367751,0.7970954167612428,41.0
'Odessa',0.1715433751288002,0.4962929549646597,-0.39368016423032304,0.6948764283941209,11.0
'Oman',0.1008433323198542,1.1093477097967201,-0.18281696576940387,1.4483701603897687,3.0
'Pakistan',-0.19058886453194707,1.248083128766045,0.20184022778506447,1.2237814142222732,23.0
'Papua New Guinea',0.26363636363636367,1.0,0.5371212121212121,1.0,1.0
'Paraguay',0.549710961259136,2.0918878956295224,1.4281547269345296,0.7401410556737366,6.0
'Paris',0.07197440781420886,0.8194592875079362,-0.16799255371547092,0.7807647984089504,7.0
'Peru',1.1283489942513754,1.0,0.6162777169073512,1.0,1.0
'Philippines',0.24642376960678003,0.6920967927843608,-0.4724422557524021,1.0215369725427836,3.0
'Plymouth',-0.07841500974495881,0.31915783497224776,-0.7300085697344105,1.168744234020928,3.0
'Poland',0.09045123187704826,0.9015722419514961,-0.5984415906036029,0.8919007271141977,7.0
'Portugal',0.5953158565625883,1.0,-0.1706520900389457,1.0,1.0
'Pretoria',-0.008283762999649016,1.0,0.5069696331269854,1.0,1.0
'Pyongyang',-0.4912370218887262,0.8336229952509583,-0.06477635555744461,1.2692705623192597,9.0
'Qatar',0.3479079573118663,0.8239128313297525,0.4599443670484323,0.5415472445149041,9.0
'Rabat',0.003470760809879654,0.4209487108145385,1.1956712623090513,0.8489445408449248,5.0
'Red Sea',0.14414498572672213,0.7542299668024685,0.051282414052907524,0.9629361607794582,23.0
'Riyadh',-0.02635869763834582,0.2919355459131001,-0.4427038410161742,1.2002291366397737,2.0
'Romania',-0.19609323752597094,0.49495110309017604,-0.6449245896420558,0.6957482906623085,11.0
'Rome',0.6970632854025672,0.45892167136654005,0.13509392809565587,1.0139463109846452,3.0
'Russia',0.005212850666132623,0.9641142806892414,0.007562850508668186,0.9329411877970023,352.0
'SEOUL',0.06797350968676567,0.5559049871250267,-0.01247214179311055,0.9923373185074522,3.0
'Saint-Pierre',-0.25327667908473295,0.6741255563921847,0.2720170987223017,0.7652880945378906,7.0
'Sarajevo',0.11737084428253716,0.33097902208840574,0.17628123770326076,0.0806838474018555,2.0
'Saudi Arabia',0.6291864158459723,1.0789451522873499,0.4700051770094292,0.9377955012424277,7.0
'Scotland',0.3140068911468509,0.9244227299760549,0.4907919295996018,1.3013782308797772,4.0
'Senegal',0.6551342914323719,0.8793789776276373,0.5636381834411295,0.3467625241354519,2.0
'Seoul',-0.10321801139002466,0.16155820364057613,-0.03309361091356333,1.1038166245465095,3.0
'Serbia',0.1939281081766117,0.8475505521841599,0.2772386516630967,0.9266483421328997,10.0
'Singapore',-1.667151618093449,1.949207595483103,0.32594858415203026,1.1760947241823139,2.0
'Slovakia',-0.7071067811865475,1.0,0.7071067811865474,1.0,1.0
'Somalia',-0.26160063231155656,0.6050246602854193,0.1589281935067648,0.981904170553676,3.0
'South Africa',0.5821809583507085,1.025572655134429,0.3198130039511805,1.5412668938801943,4.0
'South Korea',0.24570557579079574,0.40982464279843533,-0.35984590327126664,0.9742834709349064,3.0
'South Sudan',0.15936677424897028,1.0,0.2616439022142834,1.0,1.0
'Spain',0.011925880132412818,1.1734444237220771,0.7208226867938553,1.0650299023853167,7.0
'St Petersburg',0.2625956540321951,1.067561547942034,-0.0039004137913095202,0.8478511665884492,14.0
'St. Petersburg',0.3801862206410004,0.6541315691768391,-0.21141125715751732,0.5444193944745369,4.0
'Sweden',0.6861266829965316,1.702485646345332,-0.6510935409319244,0.9721203021735723,4.0
'Switzerland',-0.40237935884963033,0.6827282039238376,0.2679216457892337,1.240216069941213,9.0
'Syria',-0.357376974236807,1.0448073011785313,0.0061921795251902115,0.9608854928035204,17.0
'Taipei',0.30708718777950106,0.7121708982710929,2.642730523226322,0.5285509366096098,2.0
'Taiwan',0.6871882707083524,0.9632456468815653,0.7718208454284248,0.4799598118427721,5.0
'Tajikistan',-0.5923443997494403,1.0,0.9785298102307284,1.0,1.0
'Tashkent',0.2664926150724663,0.664428015292564,-0.1965466021971432,0.9250376234449317,10.0
'Tehran',-0.4770409368144793,0.6914206025502209,0.1457778134624498,1.1154216734458788,10.0
'Thailand',1.5467896046901155,1.3905952383225133,-0.0069116509844351914,1.311509278213017,2.0
'Tokyo',0.5673552539757312,0.6603554129694934,0.4168239870513295,0.5935527246954592,5.0
'Tonga',-0.8423840976403821,0.942978225117281,0.05303024140500893,0.43378710852694147,3.0
'Turkey',0.1873588772898778,0.7714030471505422,-0.03726132462334686,0.8358157606999949,8.0
'Türkiye',0.2041849658477123,1.0475317464490117,0.15208730419953795,0.9388465755074021,74.0
'U.K.',0.03382428958664202,0.775108011177355,-0.26753631996355537,0.8243496071052717,12.0
'UK',0.0894116234686428,1.0315291234123714,0.08660361397623027,0.9317054068884904,65.0
'USA',0.2267725993714397,1.0719626547510988,0.47428004565647747,0.8480834182211711,26.0
'Uganda',0.46295204844495386,0.7448078104465513,0.17129625506551333,0.9534124687806471,20.0
'Ukraine',-0.06719044312334338,0.8855293763611897,-0.12886131663667855,0.9411403875794002,427.0
'Uzbekistan',-0.1467102427262621,0.832259248504253,-0.2920489783359853,0.6663088466614667,4.0
'VATICAN CITY',0.49022133323704964,0.4949225507851827,-0.26354478244521407,0.7634323201150433,4.0
'Vanuatu',0.12644730167079485,1.2936614211472934,-0.14843005402489504,0.689434173423237,5.0
'Vienna',-0.3351963654351739,1.0,0.5690137793977924,1.0,1.0
'Vietnam',-0.10177881131201426,0.20741523918310942,1.0035505476639839,2.681687434485717,2.0
'WASHINGTON',0.3145718261977387,0.8970336270011047,0.18242980376169246,0.9445993878522628,8.0
'Warsaw',-0.5454986890886718,1.6633103658613473,0.7760269033842002,1.0760455277680478,2.0
'Washington',-0.057216247395154296,0.7643873107870335,-0.035156727096213425,1.1333338233247952,16.0
'Yaren',0.008305263093480435,1.0,-1.1090254968000193,1.0,1.0
'Yemen',-0.3846424437935816,0.572076104865289,0.3838174416001509,1.988783389485864,6.0
'Yerevan',0.45130281334774314,0.1058997489903228,-0.06027336342943575,0.1171226936469458,2.0
'Zambia',0.5564515253915716,0.7023424042912891,-0.21142332584598025,0.3531612936557105,2.0
'Zimbabwe',0.13936869088225312,1.0,-0.5914690317755922,1.0,1.0
'russia',-0.23939334475711643,1.0091284135876153,-0.04596660090677355,0.7522565654329464,26.0
'turkey',0.22610973735078171,1.1328428614572388,0.5255019652566074,0.9577719958779333,7.0
