domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.yahoo.com,0.03029740710399337,0.18117322870167052,0.33252007143318213,0.22854309824966798,147.0
www.bbc.com,0.03634409704011137,0.1896820589172616,0.3698948005441176,0.22072808083699133,145.0
www.aljazeera.com,0.04557209961004604,0.1732082909491943,0.36027004097093385,0.21802392027113918,140.0
abcnews.go.com,0.049971095862299565,0.16641826547129165,0.31074387760730354,0.21093797926895186,54.0
www.rt.com,0.1003458155227023,0.10219492639138433,0.3295902080100193,0.12295741001153544,53.0
www.internazionale.it,0.022383380072059318,0.2181351572185042,0.3140453955548295,0.2816509615960212,53.0
consent.yahoo.com,-0.08203693396550539,0.10443536321253002,0.37893992892972483,0.11756522941015114,49.0
economictimes.indiatimes.com,0.09458728382307928,0.1394803263292363,0.394352106415435,0.17602673419370693,48.0
www.thestar.com.my,0.06498929590078659,0.11736160024288425,0.29639913968019554,0.1735705108148751,46.0
www.businessinsider.com,0.09796943026109693,0.19181612290085928,0.4041094445677779,0.22222229650554748,45.0
www.npr.org,0.036171630641107386,0.20206414681913173,0.3532937701833051,0.1984453459077647,43.0
www.globalsecurity.org,0.017683787216681953,0.15919469309914228,0.2894027771387969,0.1873493475640047,40.0
www.globenewswire.com,0.058759896259896256,0.1318840309026919,0.29764979264979263,0.20883292636772774,37.0
financialpost.com,0.09004405859519496,0.12915044836922115,0.3776656497111043,0.20678672255130656,37.0
punchng.com,0.22730413785560843,0.14190531724179112,0.39220672301554654,0.16617086093005237,34.0
www.israelnationalnews.com,0.0017441394171304866,0.16447231297709236,0.25718559156617193,0.19295180560014985,32.0
www.dw.com,0.02827722475936762,0.14421077300154703,0.35065615138829426,0.14360384187244962,28.0
www.abc.net.au,0.051595112589430774,0.12806892170854597,0.37856765709038437,0.22486682919378956,22.0
www.irishtimes.com,0.10824719051991778,0.22730143395364308,0.37627600864343286,0.1868637765643371,22.0
www.jpost.com,0.01776010465404405,0.13814340127713515,0.3108666480825572,0.2433911157515029,22.0
www.channelnewsasia.com,0.05977461301324938,0.18147377810723445,0.29778917420962875,0.176861965463474,22.0
japantoday.com,0.03401597152847152,0.19606341504404382,0.3314006743256743,0.19819113849069925,20.0
freerepublic.com,0.08040943583706742,0.164408779325612,0.3223763096413472,0.17576514912536875,19.0
biztoc.com,-0.011267420445052037,0.14528697473894087,0.2666681381484013,0.175804602315924,19.0
finance.yahoo.com,0.07616742825076159,0.16905641520581377,0.3696652370263481,0.17049153785525833,18.0
www.digitaljournal.com,-0.010626326288090992,0.156843259013981,0.31351720991426874,0.1660486327258582,17.0
www.independent.ie,0.05499437694039967,0.14384852784964375,0.2897393032052123,0.2063111773099147,16.0
www.cbc.ca,0.034756333172999844,0.15631954172977378,0.3649439634439634,0.12933750865812677,15.0
www.breitbart.com,0.049855055658627086,0.129658049131555,0.24899573971002545,0.19349399889215682,14.0
www.spacewar.com,0.05927721088435373,0.16583181450967366,0.2982823129251701,0.24789831618292665,14.0
www.globalresearch.ca,0.028200371057513916,0.10751892083480427,0.23364125953411666,0.2029567000303918,14.0
www.pbs.org,0.040738369481991936,0.0987830847602519,0.33869491501506804,0.2125728458137972,14.0
sports.yahoo.com,0.07182728647014361,0.17606786383940445,0.396359126984127,0.24030368030729785,14.0
www.hurriyetdailynews.com,-0.03361742424242425,0.1331476012753034,0.23219787157287156,0.13916799459511256,12.0
slashdot.org,0.005774761503928167,0.13464687106511103,0.35025951286367957,0.15221252257736664,12.0
nypost.com,0.00046804353054353404,0.13490069566491222,0.4140962000962001,0.1478185430926129,12.0
www.bostonherald.com,-0.09605652484440363,0.16194467767020487,0.27762677277828796,0.2468306848076658,11.0
deadline.com,0.08274067117455547,0.12109601262521229,0.29212586311759864,0.16921410330548003,11.0
www.gov.uk,0.07762101534828808,0.11415176222928289,0.2888373999737636,0.16878126655245745,11.0
www.nature.com,0.14639216843762298,0.18905583365997225,0.40071920503738684,0.1839192978003711,11.0
www.rte.ie,-0.033107536402990946,0.23571282077122638,0.323853305785124,0.22165608329688286,11.0
indianexpress.com,0.02352919071669072,0.1483548636608669,0.3514450648257466,0.11243433725653768,11.0
www.catholicnewsagency.com,0.07640151515151514,0.07890608472581394,0.2535804473304473,0.15874416616931597,10.0
variety.com,0.061664141414141414,0.12007646118592516,0.28783748196248193,0.2899175503339384,10.0
onefootball.com,0.25851851851851854,0.19532815060751765,0.29185185185185186,0.1710678155903798,9.0
www.thehindubusinessline.com,0.02069424402757736,0.08634568730194726,0.22469215969215972,0.20114535440459447,9.0
www.cnn.com,0.031534792368125696,0.15238776695481673,0.3311447811447812,0.28956511042323624,9.0
journals.plos.org,0.07555305960768147,0.14656643813736434,0.4091776373849203,0.1585761987997467,9.0
uk.news.yahoo.com,0.03904761904761905,0.13163415597939682,0.1544200937950938,0.1931997922292025,8.0
www.haaretz.com,0.04224837662337663,0.19648652517642906,0.3573024891774892,0.2848748122060456,8.0
www.hrw.org,-0.018081371753246752,0.11750223595523615,0.28894751082251086,0.13348705002176747,8.0
www.dezeen.com,0.13143939393939394,0.13652726624395106,0.37866950757575757,0.29144153722013555,8.0
news.sky.com,-0.02442392676767677,0.16605655633847669,0.31201862373737377,0.22934833616209635,8.0
www.thejournal.ie,0.023379506777944276,0.11600364579479432,0.22507934773559773,0.1729692142005464,8.0
thepointsguy.com,0.20686953864037197,0.2037938756365649,0.37647356501523166,0.18923206840776885,8.0
www.foxnews.com,-0.007301587301587295,0.16576994215279314,0.20773809523809522,0.11772015848734538,7.0
www.nakedcapitalism.com,0.06513888888888889,0.14550246858454852,0.3637981859410431,0.1917335179162063,7.0
www.naturalnews.com,0.0179591836734694,0.1232271757035582,0.19666666666666668,0.19639898767121142,7.0
www.theverge.com,-0.015492424242424249,0.1751878187207369,0.36204410173160173,0.2135305456217404,7.0
www.newser.com,0.04328371844605611,0.09808347884587353,0.2669335399449036,0.19366787934456214,7.0
theconversation.com,0.03323129251700681,0.16953590229685184,0.495952380952381,0.25551278340151135,7.0
www.theflightdeal.com,0.1896248196248196,0.10792468765095586,0.25205620768120773,0.07831120090463954,7.0
www.cbsnews.com,-0.007341269841269835,0.1288419711403736,0.24203514739229023,0.22423778951993178,7.0
foreignpolicy.com,0.07823335394763967,0.13232734900164306,0.40802291623720194,0.11785521869315803,7.0
www.designboom.com,0.15507749690785405,0.11093358633535842,0.38207379921665635,0.0983497823846175,7.0
en.antaranews.com,0.05256648113790972,0.07762966504268506,0.18871366728509584,0.18317394734487935,7.0
www.wired.com,0.004196879509379512,0.12277421868145472,0.3131926406926407,0.1744670347902977,6.0
oilprice.com,-0.017475926850926856,0.14526876422539603,0.4035906223406223,0.16726315517836762,6.0
timesofindia.indiatimes.com,0.05415719696969697,0.0695637352083753,0.30028093434343434,0.22545684935916377,6.0
www.juancole.com,0.21258597883597882,0.29760251850043984,0.4732407407407408,0.1521706586009414,6.0
bleedingcool.com,0.13821969696969696,0.12688825179474328,0.33848484848484856,0.17871225930345225,6.0
