,phrase,label,sentiment,subjectivity,language,count,topicColor,keywordColor,continent,gnd,geonames,latitude,longitude,geotype,country,ipcc
https://sputnikglobe.com/20260711/russian-gas-station-strikes-trigger-cascade-of-problems-for-ukrain,https://sputnikglobe.com/20260711/russian-gas-station-strikes-trigger-cascade-of-problems-for-ukrain,GPE,0.0,0.0,en,1,,,,,,,,,,
​Sumy,​Sumy,GPE,-0.03333333333333333,0.09999999999999999,en,1,,,,,,,,,,
Albiceleste,Albiceleste,GPE,0.5000000000000001,0.9,en,1,,,,,,,,,,
NORWAY,NORWAY,GPE,0.5,0.5,en,1,,,,,,,,,,
ENGLAND,ENGLAND,GPE,0.5,0.5,en,1,,,,,,,,,,
Venice Biennale’s,Venice Biennale’s,GPE,0.55,0.45,en,1,,,,,,,,,,
Bellingham,Bellingham,GPE,0.25,0.3,en,1,,,,,,,,,,
Cherkasy,Cherkasy,GPE,-0.025,0.275,en,1,,,,,,,,,,
Poltava,Poltava,GPE,-0.025,0.275,en,1,,,,,,,,,,
Kremling,Kremling,GPE,0.03125,0.25,en,1,,,,,,,,,,
Geran,Geran,GPE,0.16666666666666666,0.16666666666666666,en,1,,,,,,,,,,
Ohio,Ohio,GPE,-0.4,0.55,en,1,,,,,,,,,,
Fla.,Fla.,GPE,0.06818181818181818,0.22727272727272727,en,1,,,,,,,,,,
the Donetsk People’s Republic,the Donetsk People’s Republic,GPE,-0.028571428571428574,0.19285714285714287,en,1,,,,,,,,,,
Ruzzia,Ruzzia,GPE,0.025,0.4,en,1,,,,,,,,,,
Douala,Douala,GPE,0.0,1.0,en,1,,,,,,,,,,
Kremenchug,Kremenchug,GPE,0.08571428571428573,0.22380952380952382,en,1,,,,,,,,,,
Holland,Holland,GPE,0.0,0.0,en,1,,,,,,,,,,
a Liberal Paradise,a Liberal Paradise,LOC,0.0,0.0,en,1,,,,,,,,,,
MANCHESTER,MANCHESTER,GPE,0.25,0.25,en,1,,,,,,,,,,
Al Capone,Al Capone,GPE,0.0,0.0,en,1,,,,,,,,,,
Kaliningrad,Kaliningrad,GPE,0.1590909090909091,0.35,en,1,,,,,,,,,,
MUMBAI,MUMBAI,GPE,0.5,1.0,en,1,,,,,,,,,,
Alpine crossing,Alpine crossing,LOC,0.0,0.0,en,1,,,,,,,,,,
Capital,Capital,GPE,0.0,0.0,en,1,,,,,,,,,,
SAN JUAN,SAN JUAN,GPE,0.0,0.0,en,1,,,,,,,,,,
Taganrog Bay,Taganrog Bay,LOC,0.0,0.0,en,1,,,,,,,,,,
Melb,Melb,GPE,0.0,0.0,en,1,,,,,,,,,,
KANSAS CITY,KANSAS CITY,GPE,-0.16666666666666666,0.43333333333333335,en,1,,,,,,,,,,
Samara,Samara,GPE,-0.1625,0.1875,en,1,,,,,,,,,,
Energodar,Energodar,GPE,-0.075,0.25,en,1,,,,,,,,,,
Ukrainian,Ukrainian,GPE,0.0,0.8,en,1,,,,,,,,,,
Olympic,Olympic,GPE,0.4166666666666667,0.5666666666666667,en,1,,,,,,,,,,
South Yorkshire,South Yorkshire,GPE,0.48333333333333334,0.4777777777777778,en,1,,,,,,,,,,
the Dnepr River,the Dnepr River,LOC,0.07142857142857142,0.2738095238095238,en,1,,,,,,,,,,
Love Island,Love Island,GPE,0.25,0.3,en,1,,,,,,,,,,
Gwembe Valley,Gwembe Valley,GPE,0.4,0.6,en,1,,,,,,,,,,
Naftogaz,Naftogaz,GPE,0.3333333333333333,0.09999999999999999,en,1,,,,,,,,,,
G1MN Frankfurt,G1MN Frankfurt,GPE,0.0,0.0,en,1,,,,,,,,,,
Martinsburg WV,Martinsburg WV,GPE,0.0,0.0,en,1,,,,,,,,,,
West Virginia,West Virginia,GPE,0.0,0.0,en,1,,,,,,,,,,
MARTINSBURG,MARTINSBURG,GPE,-0.05,0.25,en,1,,,,,,,,,,
W.Va,W.Va,GPE,-0.05,0.25,en,1,,,,,,,,,,
Chyna Mills,Chyna Mills,GPE,0.375,0.425,en,1,,,,,,,,,,
Eastern Panhandle city,Eastern Panhandle city,LOC,-0.05,0.25,en,1,,,,,,,,,,
Love Island's,Love Island's,GPE,0.375,0.425,en,1,,,,,,,,,,
Bitcoin,Bitcoin,GPE,0.26666666666666666,0.4444444444444445,en,1,,,,,,,,,,
the Islamic Republic,the Islamic Republic,GPE,-0.05,0.4,en,1,,,,,,,,,,
Sea of,Sea of,LOC,0.079004329004329,0.15064935064935067,en,1,,,,,,,,,,
Sea of Azov - dw.com,Sea of Azov - dw.com,LOC,0.0,0.0,en,1,,,,,,,,,,
North Karelia,North Karelia,LOC,0.06818181818181818,0.22727272727272727,en,1,,,,,,,,,,
Sumy,Sumy,LOC,0.0,0.0,en,1,,,,,,,,,,
PyPI,PyPI,LOC,0.0,0.0,en,1,,,,,,,,,,
china,china,GPE,0.0,0.0,en,1,,,,,,,,,,
Qwen,Qwen,GPE,0.0,0.0,en,1,,,,,,,,,,
Alberta,Alberta,GPE,0.0,0.0,en,1,,,,,,,,,,
Trumpishness,Trumpishness,GPE,-0.25,0.3333333333333333,en,1,,,,,,,,,,
Ch...,Ch...,GPE,0.0,0.0,en,1,,,,,,,,,,
Sheffield,Sheffield,GPE,0.0,0.0,en,1,,,,,,,,,,
Bukele,Bukele,LOC,0.3952380952380952,0.6785714285714285,en,1,,,,,,,,,,
the United States',the United States',GPE,0.2857142857142857,0.5357142857142857,en,1,,,,,,,,,,
the southwest Pacific,the southwest Pacific,LOC,0.07393939393939394,0.16424242424242425,en,1,,,,,,,,,,
Latin America's,Latin America's,LOC,0.2857142857142857,0.5357142857142857,en,1,,,,,,,,,,
Macron,Macron,GPE,0.25,0.75,en,1,,,,,,,,,,
the Gulf na,the Gulf na,LOC,-0.5,0.5,en,1,,,,,,,,,,
Fars,Fars,GPE,0.0,0.0,en,1,,,,,,,,,,
Polymarket,Polymarket,GPE,-0.1,0.1,en,1,,,,,,,,,,
Republic of Dagestan,Republic of Dagestan,GPE,0.010714285714285707,0.32142857142857145,en,1,,,,,,,,,,
L.A,L.A,GPE,-0.3,0.6,en,1,,,,,,,,,,
the North Ame,the North Ame,LOC,0.05833333333333333,0.32222222222222224,en,1,,,,,,,,,,
the North A...,the North A...,LOC,0.05833333333333333,0.32222222222222224,en,1,,,,,,,,,,
CHICAGO,CHICAGO,GPE,-0.16666666666666666,0.275,en,1,,,,,,,,,,
Cherno,Cherno,LOC,-0.05000000000000001,0.125,en,1,,,,,,,,,,
NICOSIA,NICOSIA,GPE,0.025,0.115625,en,1,,,,,,,,,,
the Sea of Marmara,the Sea of Marmara,LOC,0.0,0.0,en,1,,,,,,,,,,
Rotterdam,Rotterdam,GPE,-0.035606060606060606,0.2702020202020202,en,1,,,,,,,,,,
Xi,Xi,GPE,0.3,0.9,en,1,,,,,,,,,,
San Diego,San Diego,GPE,-0.05,0.7,en,1,,,,,,,,,,
the Democratic Republic of the,the Democratic Republic of the,GPE,0.0,0.75,en,1,,,,,,,,,,
the Leningrad Region,the Leningrad Region,LOC,0.0,0.0,en,1,,,,,,,,,,
the Caribbean Island,the Caribbean Island,LOC,0.3,0.9,en,1,,,,,,,,,,
Bazar refugee,Bazar refugee,GPE,0.0625,0.1875,en,1,,,,,,,,,,
Al…,Al…,GPE,0.0,0.0,en,1,,,,,,,,,,
Chukotka,Chukotka,GPE,0.0,0.0,en,1,,,,,,,,,,
Gdynia,Gdynia,GPE,0.0,0.0,en,1,,,,,,,,,,
Dallas,Dallas,GPE,0.0,0.0,en,1,,,,,,,,,,
El Tri,El Tri,GPE,0.2333333333333333,0.5333333333333333,en,1,,,,,,,,,,
FIFA,FIFA,GPE,0.1875,0.25,en,1,,,,,,,,,,
the Western Balkans,the Western Balkans,LOC,0.0,0.5,en,1,,,,,,,,,,
Zanzibar,Zanzibar,GPE,0.0,0.0,en,1,,,,,,,,,,
Bayraktar,Bayraktar,GPE,0.0,0.0,en,1,,,,,,,,,,
Gaziantep,Gaziantep,GPE,0.13636363636363635,0.45454545454545453,en,1,,,,,,,,,,
Shanghai,Shanghai,GPE,0.35,0.45,en,1,,,,,,,,,,
TAICHUNG,TAICHUNG,GPE,-0.05,0.05,en,1,,,,,,,,,,
Provincetown,Provincetown,GPE,0.0,0.0,en,1,,,,,,,,,,
Juneau,Juneau,GPE,0.0,0.0,en,1,,,,,,,,,,
Sarasota,Sarasota,GPE,0.0,0.0,en,1,,,,,,,,,,
Ontario,Ontario,GPE,0.0,0.0,en,1,,,,,,,,,,
Stratford,Stratford,GPE,0.0,0.0,en,1,,,,,,,,,,
Michigan,Michigan,GPE,0.175,0.325,en,1,,,,,,,,,,
Fudgetown,Fudgetown,GPE,0.0,0.0,en,1,,,,,,,,,,
Constantinople,Constantinople,GPE,0.22023809523809523,0.4702380952380952,en,1,,,,,,,,,,
Gulf States,Gulf States,LOC,0.0,0.0,en,1,,,,,,,,,,
Typhoon,Typhoon,GPE,0.0,0.0,en,1,,,,,,,,,,
TEHRAN,TEHRAN,GPE,0.0,0.0,en,1,,,,,,,,,,
Minneapolis,Minneapolis,GPE,0.0,0.0,en,1,,,,,,,,,,
Salt Lake City,Salt Lake City,GPE,0.0,0.0,en,1,,,,,,,,,,
St. Louis,St. Louis,GPE,0.0,0.0,en,1,,,,,,,,,,
Phuket,Phuket,GPE,0.265,0.51,en,1,,,,,,,,,,
Prdaugava,Prdaugava,GPE,0.0,0.0,en,1,,,,,,,,,,
Pārdaugava,Pārdaugava,GPE,0.0,0.0,en,1,,,,,,,,,,
Baltics,Baltics,LOC,-0.025,0.2,en,1,,,,,,,,,,
the Democratic Republic of Congo,the Democratic Republic of Congo,GPE,0.6,0.9,en,1,,,,,,,,,,
Wayve,Wayve,LOC,0.1972727272727273,0.4066666666666666,en,1,,,,,,,,,,
Thessaloniki,Thessaloniki,GPE,-0.2,0.1,en,1,,,,,,,,,,
Solun,Solun,GPE,-0.2,0.1,en,1,,,,,,,,,,
Salonika,Salonika,GPE,-0.2,0.1,en,1,,,,,,,,,,
Meron,Meron,GPE,0.049999999999999996,0.14444444444444446,en,1,,,,,,,,,,
Cambricon,Cambricon,GPE,0.0,0.0,en,1,,,,,,,,,,
the Qianfan Constellation,the Qianfan Constellation,LOC,0.175,0.33749999999999997,en,1,,,,,,,,,,
Caribbean,Caribbean,LOC,0.25,0.675,en,1,,,,,,,,,,
Kanye West,Kanye West,GPE,0.175,0.275,en,1,,,,,,,,,,
TEL AVIV,TEL AVIV,GPE,0.0,0.0,en,1,,,,,,,,,,
Lake Turkana,Lake Turkana,LOC,-0.6,1.0,en,1,,,,,,,,,,
Komote Island,Komote Island,LOC,-0.6,1.0,en,1,,,,,,,,,,
desert lake,desert lake,LOC,0.0,0.0,en,1,,,,,,,,,,
Scarborough Shoal,Scarborough Shoal,LOC,0.0,0.0,en,1,,,,,,,,,,
Nahariya,Nahariya,GPE,0.0,0.125,en,1,,,,,,,,,,
Outbo,Outbo,GPE,0.05,0.25,en,1,,,,,,,,,,
Rio de Janeiro,Rio de Janeiro,GPE,0.0,0.5,en,1,,,,,,,,,,
Guanabara Bay,Guanabara Bay,LOC,0.0,0.5,en,1,,,,,,,,,,
Galai,Galai,GPE,0.05,0.2,en,1,,,,,,,,,,
BEIRUT,BEIRUT,GPE,0.03333333333333334,0.3333333333333333,en,1,,,,,,,,,,
the Litani River,the Litani River,LOC,0.12250000000000001,0.30666666666666664,en,1,,,,,,,,,,
Litani River,Litani River,LOC,0.18333333333333335,0.3444444444444444,en,1,,,,,,,,,,
STOCKHOLM,STOCKHOLM,GPE,0.25,0.25,en,1,,,,,,,,,,
Bandar Abbas,Bandar Abbas,LOC,0.1,0.4,en,1,,,,,,,,,,
Erupting Volcano,Erupting Volcano,LOC,0.2,0.2,en,1,,,,,,,,,,
San Siro,San Siro,GPE,0.0,0.0,en,1,,,,,,,,,,
Pennsylvania,Pennsylvania,GPE,0.5,0.5,en,1,,,,,,,,,,
Salonique,Salonique,GPE,-0.2,0.1,en,1,,,,,,,,,,
St.…,St.…,GPE,0.0625,0.5,en,1,,,,,,,,,,
Salonicco,Salonicco,GPE,-0.2,0.1,en,1,,,,,,,,,,
Selânik,Selânik,GPE,-0.2,0.1,en,1,,,,,,,,,,
Saloniko,Saloniko,GPE,-0.2,0.1,en,1,,,,,,,,,,
Marjayoun,Marjayoun,GPE,-0.2,0.0,en,1,,,,,,,,,,
CANBERRA,CANBERRA,GPE,-0.1,0.1,en,1,,,,,,,,,,
TASHKENT,TASHKENT,GPE,0.02500000000000001,0.3125,en,1,,,,,,,,,,
Eurasia,Eurasia,LOC,0.05000000000000002,0.5,en,1,,,,,,,,,,
Tiananmen,Tiananmen,GPE,0.0,0.0,en,1,,,,,,,,,,
Palestine,Palestine,GPE,0.0,0.1,en,1,,,,,,,,,,
Phoenix,Phoenix,GPE,0.0,0.0,en,1,,,,,,,,,,
Tuesda,Tuesda,GPE,0.0,0.25,en,1,,,,,,,,,,
Erbil,Erbil,GPE,0.2,0.4,en,1,,,,,,,,,,
Scandinavia,Scandinavia,LOC,0.11760461760461761,0.30868205868205867,en,1,,,,,,,,,,
the United Sta,the United Sta,GPE,0.0,0.27,en,1,,,,,,,,,,
Canopy,Canopy,LOC,0.25,0.25,en,1,,,,,,,,,,
Southampton,Southampton,GPE,-0.08,0.053333333333333344,en,1,,,,,,,,,,
the Bear Gap,the Bear Gap,LOC,0.225,0.75,en,1,,,,,,,,,,
Arctic Ocean,Arctic Ocean,LOC,0.225,0.75,en,1,,,,,,,,,,
Straits,Straits,LOC,0.07738095238095238,0.23214285714285712,en,1,,,,,,,,,,
Bitexen,Bitexen,GPE,0.2,0.2,en,1,,,,,,,,,,
Massachusetts,Massachusetts,GPE,0.0,0.0,en,1,,,,,,,,,,
Kunming,Kunming,GPE,-0.1,0.1,en,1,,,,,,,,,,
BANGKOK,BANGKOK,GPE,-0.0625,0.0625,en,1,,,,,,,,,,
Guiyang,Guiyang,GPE,0.0,1.0,en,1,,,,,,,,,,
transferr,transferr,GPE,0.0,0.4,en,1,,,,,,,,,,
Davos,Davos,GPE,0.0,0.0,en,1,,,,,,,,,,
Volodymyr Zelenskyy,Volodymyr Zelenskyy,GPE,0.0,0.0,en,1,,,,,,,,,,
india,india,GPE,0.0,0.0,en,1,,,,,,,,,,
S. Korea’s,S. Korea’s,GPE,0.1,0.3,en,1,,,,,,,,,,
Viswanathan,Viswanathan,GPE,0.0,0.0,en,1,,,,,,,,,,
AMWC KOREA,AMWC KOREA,GPE,0.0,0.0,en,1,,,,,,,,,,
Milan,Milan,GPE,0.0,0.0,en,1,,,,,,,,,,
Jyoti,Jyoti,GPE,0.0,0.0,en,1,,,,,,,,,,
Jabalpur,Jabalpur,GPE,0.0,0.0,en,1,,,,,,,,,,
Xinhua,Xinhua,GPE,0.0,0.0,en,1,,,,,,,,,,
Murmu,Murmu,GPE,0.0,0.0,en,1,,,,,,,,,,
Soviet Union,Soviet Union,GPE,0.2,0.6,en,1,,,,,,,,,,
Invade Europe,Invade Europe,LOC,0.2,0.30000000000000004,en,1,,,,,,,,,,
​2025,​2025,GPE,0.0,0.0,en,1,,,,,,,,,,
Kazan,Kazan,GPE,-0.007500000000000007,0.44749999999999995,en,1,,,,,,,,,,
a mi... WARSAW,a mi... WARSAW,LOC,-0.1,0.1,en,1,,,,,,,,,,
al-Duweir,al-Duweir,LOC,-0.2,0.0,en,1,,,,,,,,,,
the Nabatieh district,the Nabatieh district,LOC,-0.2,0.0,en,1,,,,,,,,,,
Rosatom,Rosatom,GPE,-0.10000000000000002,0.3666666666666667,en,1,,,,,,,,,,
accor,accor,GPE,0.0,0.0,en,1,,,,,,,,,,
Limerick,Limerick,GPE,0.0,0.1,en,1,,,,,,,,,,
Central Europe,Central Europe,LOC,0.0,0.25,en,1,,,,,,,,,,
TOKYO,TOKYO,GPE,0.0,1.0,en,1,,,,,,,,,,
Bosnia And Herzegovina World Cup Game,Bosnia And Herzegovina World Cup Game,GPE,-0.4,0.4,en,1,,,,,,,,,,
the Mediterranean Sea,the Mediterranean Sea,LOC,0.03333333333333333,0.13333333333333333,en,1,,,,,,,,,,
Sicily,Sicily,GPE,0.03333333333333333,0.13333333333333333,en,1,,,,,,,,,,
Nîmes,Nîmes,GPE,0.2,0.25,en,1,,,,,,,,,,
Merryfield,Merryfield,GPE,0.0,0.0,en,1,,,,,,,,,,
Brooklyn,Brooklyn,GPE,0.0,0.0,en,1,,,,,,,,,,
The Hague,The Hague,GPE,0.0,0.0,en,1,,,,,,,,,,
the Urals Mountains,the Urals Mountains,LOC,-0.0062500000000000056,0.33125,en,1,,,,,,,,,,
Burgenstock,Burgenstock,GPE,0.0,0.06666666666666667,en,1,,,,,,,,,,
suppo,suppo,GPE,-0.7,1.0,en,1,,,,,,,,,,
JAKARTA,JAKARTA,GPE,0.1590909090909091,0.35,en,1,,,,,,,,,,
Bristol,Bristol,GPE,0.11396103896103894,0.4155844155844156,en,1,,,,,,,,,,
Orbit,Orbit,LOC,0.0,1.0,en,1,,,,,,,,,,
Hadrianopolis,Hadrianopolis,GPE,0.015873015873015872,0.28730158730158734,en,1,,,,,,,,,,
TURKEY,TURKEY,GPE,0.23214285714285715,0.38095238095238093,en,1,,,,,,,,,,
Rossiya Segodnya,Rossiya Segodnya,GPE,0.0,0.0,en,1,,,,,,,,,,
Mo…,Mo…,GPE,0.175,0.32499999999999996,en,1,,,,,,,,,,
bec,bec,GPE,0.0,0.0,en,1,,,,,,,,,,
Middle,Middle,LOC,0.0,0.1,en,1,,,,,,,,,,
Worl,Worl,LOC,0.0,0.0,en,1,,,,,,,,,,
Tijuana,Tijuana,GPE,0.0,0.0,en,1,,,,,,,,,,
illeg,illeg,GPE,0.32727272727272727,0.5842424242424242,en,1,,,,,,,,,,
Los Angeles Stadium,Los Angeles Stadium,GPE,0.0,0.0,en,1,,,,,,,,,,
ukraine,ukraine,GPE,0.0,0.0,en,1,,,,,,,,,,
Sou… Stray,Sou… Stray,GPE,0.0,0.0,en,1,,,,,,,,,,
Red Sea,Red Sea,LOC,0.16666666666666666,0.5,en,1,,,,,,,,,,
Brighton,Brighton,GPE,-0.05,0.05,en,1,,,,,,,,,,
Évian,Évian,GPE,0.0,0.3,en,1,,,,,,,,,,
Beach,Beach,GPE,0.0,0.0,en,1,,,,,,,,,,
Pyatigorsk,Pyatigorsk,GPE,-0.06666666666666667,0.19999999999999998,en,1,,,,,,,,,,
Samarkand,Samarkand,GPE,-0.06666666666666667,0.19999999999999998,en,1,,,,,,,,,,
Vannacci,Vannacci,LOC,0.0,0.0,en,1,,,,,,,,,,
Kremli,Kremli,GPE,0.0,0.0,en,1,,,,,,,,,,
Lumen Field,Lumen Field,GPE,-0.008522727272727274,0.3444444444444445,en,1,,,,,,,,,,
ZUG,ZUG,GPE,0.2,0.625,en,1,,,,,,,,,,
the U.S Empire’s,the U.S Empire’s,GPE,0.16666666666666666,0.25,en,1,,,,,,,,,,
GENEVA,GENEVA,GPE,0.025,0.17500000000000002,en,1,,,,,,,,,,
The Drive,The Drive,LOC,0.4125,0.43333333333333335,en,1,,,,,,,,,,
NZ,NZ,GPE,0.0,0.0,en,1,,,,,,,,,,
FC Barcelona,FC Barcelona,GPE,0.09999999999999999,0.5666666666666667,en,1,,,,,,,,,,
counterbalance,counterbalance,GPE,-0.041666666666666664,0.041666666666666664,en,1,,,,,,,,,,
FRANCE,FRANCE,GPE,0.0,0.0,en,1,,,,,,,,,,
Portovaya,Portovaya,GPE,0.05,0.2,en,1,,,,,,,,,,
"CHIANG MAI,","CHIANG MAI,",GPE,0.0,0.0,en,1,,,,,,,,,,
istanbulphotos,istanbulphotos,GPE,0.0,0.0,en,1,,,,,,,,,,
Cape Verde,Cape Verde,LOC,0.04545454545454545,0.5666666666666668,en,1,,,,,,,,,,
Europ,Europ,LOC,0.1,0.3,en,1,,,,,,,,,,
Mississippi,Mississippi,GPE,0.0,0.0,en,1,,,,,,,,,,
East Anglia,East Anglia,GPE,-0.1,0.4,en,1,,,,,,,,,,
Midlands,Midlands,GPE,-0.1,0.4,en,1,,,,,,,,,,
Toronto,Toronto,GPE,0.0,0.1,en,1,,,,,,,,,,
Bryansk Region,Bryansk Region,LOC,0.039999999999999994,0.32416666666666666,en,1,,,,,,,,,,
MEXICO CITY,MEXICO CITY,GPE,0.25,0.375,en,1,,,,,,,,,,
the key Strait of Hormuz,the key Strait of Hormuz,LOC,0.12,0.36,en,1,,,,,,,,,,
Aston Villa's,Aston Villa's,GPE,0.1,0.275,en,1,,,,,,,,,,
tokenmaxxing,tokenmaxxing,GPE,0.0,0.0,en,1,,,,,,,,,,
xAI,xAI,GPE,0.0,0.0,en,1,,,,,,,,,,
the United States Geological Sur,the United States Geological Sur,GPE,-0.16666666666666666,0.26666666666666666,en,1,,,,,,,,,,
the Bay Area,the Bay Area,LOC,0.18727272727272729,0.39090909090909093,en,1,,,,,,,,,,
Gatwick,Gatwick,GPE,0.13636363636363635,0.45454545454545453,en,1,,,,,,,,,,
the Kerch Strait,the Kerch Strait,LOC,0.35,0.55,en,1,,,,,,,,,,
Kerch Strait,Kerch Strait,LOC,0.0,0.0,en,1,,,,,,,,,,
Komme,Komme,GPE,0.0,0.1,en,1,,,,,,,,,,
Crete,Crete,GPE,0.2,0.6,en,1,,,,,,,,,,
Mykonos,Mykonos,GPE,0.2,0.6,en,1,,,,,,,,,,
Taksim,Taksim,GPE,0.22499999999999998,0.47500000000000003,en,1,,,,,,,,,,
Nişantaşı,Nişantaşı,LOC,0.22499999999999998,0.47500000000000003,en,1,,,,,,,,,,
Adam,Adam,GPE,0.18727272727272729,0.39090909090909093,en,1,,,,,,,,,,
D.C.,D.C.,GPE,0.0,0.0,en,1,,,,,,,,,,
